DISTCD,STATNAME,DISTNAME,DISTRICTS,BLOCKS,VILLAGES,CLUSTERS,TOTPOPULAT,P_URB_POP,POPULATION_0_6,GROWTHRATE,SEXRATIO,P_SC_POP,P_ST_POP,OVERALL_LI,FEMALE_LIT,MALE_LIT,AREA_SQKM,TOT_6_10_15,TOT_11_13_15,SCH1,SCH2,SCH3,SCH4,SCH5,SCH6,SCH7,SCH9,SCHTOT,SCH1G,SCH2G,SCH3G,SCH4G,SCH5G,SCH6G,SCH7G,SCH9G,SCHTOTG,SCH1P,SCH2P,SCH3P,SCH4P,SCH5P,SCH6P,SCH7P,SCH9P,SCHTOTP,SCH1M,SCH2M,SCH3M,SCH4M,SCH5M,SCH6M,SCH7M,SCH9M,SCHTOTM,SCH1GR,SCH2GR,SCH3GR,SCH4GR,SCH5GR,SCH6GR,SCH7GR,SCH9GR,SCHTOTGR,SCH1GA,SCH2GA,SCH3GA,SCH4GA,SCH5GA,SCH6GA,SCH7GA,SCH9GA,SCHTOTGA,SCH1PR,SCH2PR,SCH3PR,SCH4PR,SCH5PR,SCH6PR,SCH7PR,SCH9PR,SCHTOTPR,SCHBOY1,SCHBOY2,SCHBOY3,SCHBOY4,SCHBOY5,SCHBOY6,SCHBOY7,SCHBOY9,SCHBOYTOT,SCHGIR1,SCHGIR2,SCHGIR3,SCHGIR4,SCHGIR5,SCHGIR6,SCHGIR7,SCHGIR9,SCHGIRTOT,ENR1,ENR2,ENR3,ENR4,ENR5,ENR6,ENR7,ENR9,ENRTOT,ENR1G,ENR2G,ENR3G,ENR4G,ENR5G,ENR6G,ENR7G,ENR9G,ENRTOTG,ENR1P,ENR2P,ENR3P,ENR4P,ENR5P,ENR6P,ENR7P,ENR9P,ENRTOTP,ENR1M,ENR2M,ENR3M,ENR4M,ENR5M,ENR6M,ENR7M,ENR9M,ENRTOTM,ENR1GR,ENR2GR,ENR3GR,ENR4GR,ENR5GR,ENR6GR,ENR7GR,ENR9GR,ENRTOTGR,ENR1PR,ENR2PR,ENR3PR,ENR4PR,ENR5PR,ENR6PR,ENR7PR,ENR9PR,ENRTOTPR,TCH1G,TCH2G,TCH3G,TCH4G,TCH5G,TCH6G,TCH7G,TCH9G,TCHTOTG,TCH1P,TCH2P,TCH3P,TCH4P,TCH5P,TCH6P,TCH7P,TCH9P,TCHTOTP,TCH1M,TCH2M,TCH3M,TCH4M,TCH5M,TCH6M,TCH7M,TCH9M,TCHTOTM,SCLS1,SCLS2,SCLS3,SCLS4,SCLS5,SCLS6,SCLS7,SCLSTOT,STCH1,STCH2,STCH3,STCH4,STCH5,STCH6,STCH7,STCHTOT,ROAD1,ROAD2,ROAD3,ROAD4,ROAD5,ROAD6,ROAD7,ROADTOT,SPLAY1,SPLAY2,SPLAY3,SPLAY4,SPLAY5,SPLAY6,SPLAY7,SPLAYTOT,SBNDR1,SBNDR2,SBNDR3,SBNDR4,SBNDR5,SBNDR6,SBNDR7,SBNDRTOT,SGTOIL1,SGTOIL2,SGTOIL3,SGTOIL4,SGTOIL5,SGTOIL6,SGTOIL7,SGTOILTOT,SBTOIL1,SBTOIL2,SBTOIL3,SBTOIL4,SBTOIL5,SBTOIL6,SBTOIL7,SBTOILTOT,SWAT1,SWAT2,SWAT3,SWAT4,SWAT5,SWAT6,SWAT7,SWATTOT,SELE1,SELE2,SELE3,SELE4,SELE5,SELE6,SELE7,SELETOT,SCOMP1,SCOMP2,SCOMP3,SCOMP4,SCOMP5,SCOMP6,SCOMP7,SCOMPTOT,SRAM1,SRAM2,SRAM3,SRAM4,SRAM5,SRAM6,SRAM7,SRAMTOT,SRAMN1,SRAMN2,SRAMN3,SRAMN4,SRAMN5,SRAMN6,SRAMN7,SRAMNTOT,ESTD1,ESTD2,ESTD3,ESTD4,ESTD5,ESTD6,ESTD7,ESTDTOT,MDM1,MDM2,MDM3,MDM4,MDM5,MDM6,MDM7,MDMTOT,KIT1,KIT2,KIT3,KIT4,KIT5,KIT6,KIT7,KITTOT,KITS1,KITS2,KITS3,KITS4,KITS5,KITS6,KITS7,KITSTOT,ENR501,ENR502,ENR503,ENR504,ENR505,ENR506,ENR507,ENR509,ENR50TOT,SMC1,SMC2,SMC3,SMC4,SMC5,SMC6,SMC7,SMCTOT,CLS1,CLS2,CLS3,CLS4,CLS5,CLS6,CLS7,CLSTOT,TCH1,TCH2,TCH3,TCH4,TCH5,TCH6,TCH7,TCHTOT,TCHF1,TCHF2,TCHF3,TCHF4,TCHF5,TCHF6,TCHF7,TCHFTOT,TCHM1,TCHM2,TCHM3,TCHM4,TCHM5,TCHM6,TCHM7,ENRG1,ENRG2,ENRG3,ENRG4,ENRG5,ENRG6,ENRG7,ENRGTOT,PREP,PRESTD,PPFTCH,PPMTCH,PMTCH,PFTCH,TCHSCM1,TCHSCM2,TCHSCM3,TCHSCM4,TCHSCM5,TCHSCM6,TCHSCM7,TCHSCF1,TCHSCF2,TCHSCF3,TCHSCF4,TCHSCF5,TCHSCF6,TCHSCF7,TCHSTM1,TCHSTM2,TCHSTM3,TCHSTM4,TCHSTM5,TCHSTM6,TCHSTM7,TCHSTF1,TCHSTF2,TCHSTF3,TCHSTF4,TCHSTF5,TCHSTF6,TCHSTF7,TCHOBCM1,TCHOBCM2,TCHOBCM3,TCHOBCM4,TCHOBCM5,TCHOBCM6,TCHOBCM7,TCHOBCF1,TCHOBCF2,TCHOBCF3,TCHOBCF4,TCHOBCF5,TCHOBCF6,TCHOBCF7,TCH_TRNRM1,TCH_TRNRM2,TCH_TRNRM3,TCH_TRNRM4,TCH_TRNRM5,TCH_TRNRM6,TCH_TRNRM7,TCH_TRNRF1,TCH_TRNRF2,TCH_TRNRF3,TCH_TRNRF4,TCH_TRNRF5,TCH_TRNRF6,TCH_TRNRF7,PGRMTCH,PGRFTCH,GRMTCH,GRFTCH,PGCMTCH,PGCFTCH,PCMTCH,PCFTCH
933,UTTAR PRADESH,KANPUR DEHAT,1,10,1354,120,1795092,9.66,,14.82,862,25.64,0.05,77.52,68.48,85.27,3021,181835,120488,1834,32,15,809,113,10,48,0,2861,1605,0,0,677,2,0,0,0,2284,215,26,10,131,111,5,48,0,546,14,6,5,1,0,5,0,0,31,1589,0,0,667,1,0,0,0,2257,1607,1,3,696,53,1,6,0,2367,185,21,8,119,110,5,47,0,495,1825,32,15,800,110,10,48,0,2840,1826,32,15,804,113,10,48,0,2848,134563,7766,4112,48418,16729,1803,5469,0,218860,102051,0,0,33806,137,0,0,0,135994,30903,6662,3149,14570,16592,1131,5469,0,78476,1609,1104,963,42,0,672,0,0,4390,100883,0,0,33127,14,0,0,0,134024,25806,5655,2386,13307,16425,1131,5357,0,70067,4965,0,0,2062,16,0,0,0,7043,1120,217,186,655,1301,40,433,0,3952,73,52,57,10,0,35,0,0,227,0,0,0,1,0,0,2,3,29,0,0,21,2,0,1,53,1741,32,14,781,107,5,39,2719,1257,23,11,531,99,7,44,1972,1250,26,15,514,113,8,46,1972,1800,32,15,794,112,8,48,2809,1822,32,15,800,109,8,48,2834,1833,32,15,807,113,8,48,2856,519,21,10,230,67,7,27,881,56,4,7,92,70,2,11,242,229,1,1,69,13,1,2,316,273,2,1,102,20,1,3,402,661,11,8,524,32,5,25,1266,1593,1,3,683,50,1,5,2336,1492,1,3,515,28,0,1,2040,1572,1,3,661,49,0,5,2291,676,1,1,475,14,2,4,137,1173,1604,0,1,688,25,1,4,2323,6991,234,158,3452,618,55,204,11712,6158,269,243,2727,1317,75,433,11222,3056,76,95,928,283,21,98,4557,3075,190,145,1754,1019,50,335,67017,3514,1813,24402,7919,785,2408,107858,158,6810,786,2486,2940,993,543,14,3,320,61,2,14,506,2,5,144,12,0,4,22,0,0,3,8,0,1,20,0,1,4,0,0,0,1360,80,50,754,435,24,155,1286,29,34,337,91,7,46,116,0,0,79,4,0,1,144,2,0,68,0,0,0,2934,2486,3064,2614,157,189,424,873
934,UTTAR PRADESH,KANPUR NAGAR,1,20,1113,177,4572951,65.93,484732.81,9.72,852,17.83,0.08,81.31,76.89,85.07,3155,370148,257761,2860,302,182,1285,225,71,41,0,4966,1615,3,10,635,12,1,0,0,2276,1136,263,152,649,211,38,41,0,2490,109,36,20,1,2,32,0,0,200,1334,0,1,575,4,0,0,0,1914,1619,11,27,692,87,7,4,0,2447,320,59,27,184,98,11,22,0,721,2854,298,168,1244,193,64,41,0,4862,2855,300,169,1266,201,69,40,0,4900,291822,79128,126655,103583,49627,19641,4315,17,674788,114305,540,11076,33644,1905,374,0,0,161844,157022,69161,108812,69766,47248,10280,4315,17,466621,20495,9427,6767,173,474,8987,0,0,46323,94320,0,603,30948,536,0,0,0,126407,51261,18048,16618,23757,19881,2577,2735,0,134877,5763,16,165,2044,157,6,0,0,8151,5184,1453,1473,2850,2544,257,242,0,14003,399,188,146,2,11,189,0,0,935,32,0,4,2,14,4,2,58,80,1,0,59,2,1,0,143,2811,280,155,1272,211,55,32,4816,2070,206,118,1041,162,48,28,3673,2659,279,182,1199,224,69,41,4653,2853,300,169,1266,201,69,40,4898,2852,298,168,1244,193,64,41,4860,2855,302,182,1284,225,71,41,4960,1299,228,159,586,195,65,34,2566,446,90,54,349,80,9,6,1034,709,94,69,272,70,44,10,1268,753,97,74,298,84,45,11,1362,917,163,93,550,59,55,28,1865,1564,3,5,646,47,0,3,2268,1256,0,1,535,8,0,1,1801,1257,0,1,541,8,0,1,1808,805,6,1,552,34,1,12,353,1411,1600,2,6,673,24,0,0,2305,14687,2289,1496,6485,1163,477,182,26779,11346,1657,1784,4896,2712,452,242,23089,7411,1009,952,2608,1007,249,96,13332,3920,638,832,2275,1687,203,146,140413,37819,59234,52407,24489,10069,1875,326313,170,8263,6329,5705,6688,7279,512,46,44,276,166,11,23,725,53,33,426,104,10,7,24,4,1,25,9,0,1,72,16,4,25,7,2,0,1551,255,201,884,578,65,50,2533,301,171,688,242,77,30,40,0,0,41,0,0,0,88,0,1,50,0,0,0,2087,4070,2290,4539,144,380,338,964
935,UTTAR PRADESH,JALAUN,1,13,1159,87,1670718,25.06,219365.27,14.87,865,27.7,0.05,75.16,63.88,84.89,4565,169065,111695,1576,237,15,735,93,4,28,0,2688,1256,8,2,556,7,0,0,0,1829,289,220,11,179,86,1,28,0,814,31,9,2,0,0,3,0,0,45,1176,3,1,540,5,0,0,0,1725,1256,8,5,596,60,0,7,0,1932,172,91,1,115,52,0,18,0,449,1468,235,14,697,83,3,28,0,2528,1475,236,14,730,91,4,28,0,2578,124959,47869,5000,49738,12331,620,2291,105,242913,91677,593,486,33251,787,0,0,0,126794,30804,45846,4367,16487,11544,405,2291,105,111849,2478,1430,147,0,0,215,0,0,4270,85842,284,257,32506,592,0,0,0,119481,18113,19922,56,11728,7371,0,1872,0,59062,3149,21,31,2034,49,0,0,0,5284,1344,1385,99,778,971,2,129,0,4708,98,45,4,0,0,18,0,0,165,24,2,0,1,7,1,0,35,161,9,2,28,8,1,11,220,1456,231,13,698,90,2,27,2517,1057,189,12,584,73,2,15,1932,1026,206,14,479,88,4,28,1845,1475,236,14,730,91,4,28,2578,1468,235,14,697,83,3,28,2528,1575,237,15,733,93,4,28,2685,663,183,14,304,72,3,14,1253,54,70,9,103,82,3,5,326,730,41,6,310,42,4,16,1149,774,54,6,335,52,4,19,1244,288,100,9,418,21,3,13,852,1239,6,4,570,56,0,4,1879,1188,4,0,514,5,0,0,1711,1226,6,3,557,54,0,4,1850,456,13,0,333,13,0,8,104,823,1252,6,1,587,25,0,3,1874,5832,1716,134,2922,369,31,116,11120,4591,1451,134,2812,1020,20,129,10157,1607,417,32,824,132,4,9,3025,2861,893,92,1917,821,9,110,61447,20954,2139,25719,5756,284,994,117370,133,8416,734,2616,3348,1060,580,141,12,376,160,0,15,307,52,4,152,15,0,1,31,11,0,22,6,0,0,16,11,0,3,2,0,0,1178,332,19,774,243,0,66,568,130,1,265,34,0,1,234,1,0,118,1,0,0,127,0,0,61,0,0,0,2925,1692,3044,1779,184,117,227,165
936,UTTAR PRADESH,JHANSI,1,10,947,71,2000755,41.78,249094,14.66,885,28.15,0.19,76.37,64.88,86.58,5024,188925,123605,1931,313,72,617,75,34,13,0,3055,1198,5,6,569,13,0,0,0,1791,202,296,64,48,62,29,13,0,714,531,12,2,0,0,5,0,0,550,1103,2,2,548,9,0,0,0,1664,1198,5,10,591,51,0,6,0,1861,112,119,19,27,34,10,9,0,330,1671,308,64,595,57,32,12,0,2739,1659,308,69,615,65,32,12,0,2760,161063,65138,43157,49606,10616,9364,1197,625,340766,98550,434,4321,45043,1546,0,0,0,149894,22005,62158,38438,4563,9070,8819,1197,625,146875,40508,2546,398,0,0,545,0,0,43997,92170,83,1255,44126,1044,0,0,0,138678,13860,27348,7504,2785,4345,2648,888,625,60003,3938,15,93,2202,199,0,0,0,6447,1234,2757,1411,222,992,388,94,0,7098,1611,74,6,0,0,16,0,0,1707,14,0,0,1,1,0,0,16,24,1,0,17,1,0,0,43,1874,302,71,599,73,34,12,2965,834,240,67,393,66,29,11,1640,1696,304,72,365,74,34,12,2557,1659,308,69,614,65,32,12,2759,1671,308,64,594,57,32,12,2738,1890,312,72,597,75,34,13,2993,844,299,70,270,70,29,10,1592,61,133,56,145,66,18,8,487,359,32,12,142,10,1,0,556,387,34,16,157,15,2,1,612,954,154,19,377,11,17,4,1536,1198,5,7,588,48,0,5,1851,1149,4,7,533,47,0,5,1745,1196,5,7,585,48,0,5,1846,392,16,2,189,8,1,2,53,610,1198,5,2,591,9,0,0,1805,7940,2774,876,2871,347,298,75,15181,6783,2846,1510,2424,1191,404,94,15252,3568,1646,942,1059,343,224,24,7806,3215,1200,568,1365,848,180,70,78155,27276,20085,25700,4747,4039,437,160680,159,18501,2151,2494,3518,3580,593,248,87,333,167,36,22,512,343,145,217,84,23,3,9,9,3,3,3,1,0,9,12,1,9,0,3,0,1185,505,209,577,258,63,19,1074,554,179,352,83,66,8,208,11,1,124,7,1,0,311,10,0,137,2,0,0,2792,2764,2853,2887,295,288,353,354
937,UTTAR PRADESH,LALITPUR,1,7,713,50,1218002,14.38,205964.14,24.57,905,19.69,5.86,64.95,52.26,76.41,5039,153348,97360,1264,97,12,568,33,2,20,0,1996,1049,1,5,500,9,0,1,0,1565,215,96,7,68,24,1,19,0,430,0,0,0,0,0,1,0,0,1,1014,0,1,484,4,0,1,0,1504,1049,1,5,502,16,0,1,0,1574,158,37,2,47,16,0,16,0,276,1244,97,10,553,31,2,20,0,1957,1247,97,11,561,29,2,19,0,1966,147577,24132,6971,65956,5162,399,2430,0,252627,119392,142,2430,57143,1802,0,0,0,180909,28185,23990,4541,8813,3360,317,2430,0,71636,0,0,0,0,0,82,0,0,82,115732,0,231,55798,680,0,0,0,172441,20623,7706,615,6384,2709,0,2243,0,40280,3349,1,89,2144,72,0,3,0,5658,1304,983,155,360,337,14,156,0,3309,0,0,0,0,0,4,0,0,4,1,0,0,1,2,0,0,4,68,1,0,16,0,0,0,85,1195,96,12,555,32,2,19,1911,611,73,11,343,27,1,14,1080,1210,87,12,482,31,2,20,1844,1247,97,11,561,29,2,19,1966,1244,97,10,553,31,2,20,1957,1261,97,12,568,33,2,20,1993,467,81,12,215,30,2,15,822,62,41,5,168,18,1,11,306,274,13,1,132,11,1,8,440,309,18,2,147,14,1,8,499,428,62,3,366,10,1,18,888,1049,0,2,494,12,0,0,1557,1044,0,2,493,12,0,0,1551,1048,0,2,494,12,0,0,1556,133,2,0,63,6,0,4,43,208,1048,1,2,499,3,0,0,1553,5901,964,123,2871,122,12,103,10096,4653,984,244,2504,409,18,159,8971,2048,645,131,1049,94,12,32,4011,2605,339,113,1455,315,6,127,71096,10267,3413,32910,2020,147,710,120563,30,2521,476,738,1780,1529,447,25,9,289,51,0,5,236,68,13,174,5,0,2,48,8,1,15,5,1,1,23,6,0,11,0,0,0,1096,114,37,558,127,1,55,725,199,27,354,27,2,6,107,0,0,80,1,0,0,130,0,0,62,0,0,0,2513,1821,2669,1932,280,222,509,548
938,UTTAR PRADESH,HAMIRPUR (U.P.),1,10,684,66,1104021,18.96,148601.23,5.78,860,21.84,0.04,70.16,57.19,81.27,4021,112110,77663,1215,41,3,562,76,1,24,0,1922,802,7,1,382,9,0,0,0,1201,354,17,2,179,67,1,24,0,644,59,17,0,1,0,0,0,0,77,745,0,0,369,2,0,0,0,1116,802,7,1,394,43,0,2,0,1249,212,7,1,103,45,0,14,0,382,1151,41,2,529,70,1,21,0,1815,1160,41,3,550,74,1,24,0,1853,122759,7841,824,46635,10715,531,2108,142,191555,72861,241,121,28117,1380,0,0,0,102720,46238,4729,703,18415,9335,531,2108,142,82201,3660,2871,0,103,0,0,0,0,6634,67975,0,0,27058,171,0,0,0,95204,26166,2012,334,10140,6070,0,1159,142,46023,2289,12,13,1666,64,0,0,0,4044,1939,128,51,835,1055,14,214,0,4236,195,119,0,3,0,0,0,0,317,5,0,0,1,5,0,1,12,50,2,0,6,0,0,0,58,1149,41,3,542,76,1,24,1836,770,29,2,421,68,1,19,1310,954,32,3,393,71,1,19,1473,1135,41,3,539,74,1,24,1817,1140,41,2,527,70,1,21,1802,1191,40,3,550,76,1,24,1885,587,31,2,266,58,1,18,963,95,11,3,166,49,0,9,333,618,11,0,292,24,0,4,949,705,14,1,333,28,0,5,1086,352,32,1,295,23,0,13,716,798,7,1,388,36,0,0,1230,759,0,1,345,19,0,0,1124,798,7,1,388,36,0,0,1230,272,6,0,186,14,0,10,40,488,800,4,0,392,17,0,1,1214,5255,318,27,2393,314,8,116,8431,4423,259,64,2504,1119,14,214,8597,1624,89,30,680,196,3,52,2674,2793,170,34,1816,920,11,162,58121,3471,347,23025,4553,195,861,90623,35,1730,424,1847,3193,1035,520,13,1,399,143,0,16,233,4,3,102,18,0,7,18,0,0,17,6,0,0,17,2,0,8,1,0,0,1459,66,5,924,378,9,80,740,35,9,288,69,3,16,66,0,0,38,0,0,0,39,0,0,5,0,0,0,2158,1231,2282,1331,184,125,237,190
939,UTTAR PRADESH,MAHOBA,1,5,453,42,876055,21.19,124750.23,23.66,880,25.22,0.07,66.94,54.65,77.72,3144,91972,65258,836,111,9,409,30,4,5,0,1404,673,4,0,355,9,0,0,0,1041,154,101,5,54,20,1,5,0,340,9,6,4,0,1,3,0,0,23,621,0,0,332,3,0,0,0,956,673,5,0,364,20,0,0,0,1062,112,44,1,45,11,0,2,0,215,836,111,8,400,26,4,5,0,1390,836,111,9,409,26,4,5,0,1400,86209,24664,4116,36553,4222,1634,347,0,157745,66392,599,0,29335,1091,0,0,0,97417,18809,23521,3118,7218,3061,1090,347,0,57164,1008,544,998,0,70,544,0,0,3164,62790,0,0,28268,79,0,0,0,91137,13923,11249,138,5399,1841,0,113,0,32663,2359,7,0,1178,76,0,0,0,3620,546,481,28,235,154,10,23,0,1477,32,30,22,0,4,10,0,0,98,0,0,0,0,0,0,0,0,35,4,0,31,2,0,0,72,823,110,8,408,30,3,4,1386,578,83,5,308,20,1,2,997,761,111,9,290,30,4,5,1210,813,111,9,404,26,3,5,1371,834,111,8,399,26,4,5,1387,832,111,9,406,30,4,5,1397,529,95,9,225,23,4,3,888,34,17,6,113,20,2,5,197,459,45,6,227,15,3,4,759,484,50,6,245,17,4,4,810,225,57,4,270,5,3,3,567,672,3,0,363,7,0,0,1045,671,3,0,363,7,0,0,1044,671,3,0,363,7,0,0,1044,151,2,0,113,5,0,2,49,273,672,3,0,362,14,0,0,1051,3805,786,112,1721,207,51,29,6711,2937,518,50,1413,234,20,23,5195,1209,154,11,435,54,15,6,1884,1728,364,39,978,180,5,17,42417,10573,1771,19305,1582,514,150,76312,4,308,317,1065,1135,342,288,28,0,184,28,0,1,154,12,0,72,10,0,4,2,0,0,6,0,0,0,1,0,0,4,0,0,0,680,103,12,391,41,1,2,472,38,4,147,12,0,0,53,9,0,28,0,0,0,41,2,0,12,0,0,0,1828,1108,1836,1135,266,332,281,368
940,UTTAR PRADESH,BANDA,1,9,487,73,1799541,15.35,289726.1,17.06,863,21.56,0.01,68.11,54.95,79.38,4408,213605,143236,1613,118,24,716,57,10,11,0,2549,1397,4,4,650,11,0,2,0,2068,210,110,17,65,46,10,9,0,467,6,4,3,1,0,0,0,0,14,1327,2,2,629,8,0,2,0,1970,1399,8,7,666,35,0,3,0,2118,121,36,7,48,35,3,8,0,258,1593,118,22,672,49,10,11,0,2475,1595,118,21,699,53,10,11,0,2507,202521,39374,10123,73655,9308,2278,973,1324,339556,166041,1372,928,64356,933,0,0,0,233630,34903,37196,8045,9000,8375,2278,973,1324,102094,1577,806,1150,299,0,0,0,0,3832,159013,558,238,63407,675,0,0,0,223891,20601,12971,2333,7054,6053,423,970,1226,51631,4363,23,38,2429,83,0,4,0,6940,997,653,138,295,387,53,39,0,2562,27,21,14,3,0,0,0,0,65,5,0,0,1,0,0,0,6,41,17,4,62,2,2,1,129,1482,108,22,674,56,10,9,2361,1146,92,17,535,41,9,7,1847,1168,104,23,386,53,10,11,1755,1595,118,21,699,53,10,11,2507,1593,118,22,672,49,10,11,2475,1584,118,24,702,57,10,11,2506,400,89,20,161,39,7,8,724,20,12,9,121,36,1,3,202,162,4,6,78,18,2,4,274,225,4,8,102,19,2,5,365,466,46,10,406,12,6,4,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,4,0,153,13,0,6,48,393,1399,4,1,663,24,0,3,2094,7248,951,209,3192,362,74,60,12096,5387,697,190,2727,470,53,43,9567,2117,176,46,892,84,11,13,3339,3262,493,143,1818,378,42,30,97055,16882,4326,37622,3478,918,372,161277,140,6387,272,1311,1990,532,586,45,13,335,52,2,2,279,11,5,154,5,1,0,26,4,2,4,4,0,0,7,0,0,6,2,0,0,1426,202,41,845,132,22,9,711,36,7,327,22,3,3,113,1,0,80,0,0,0,141,1,0,47,0,0,0,3371,1976,3538,2105,443,397,579,696
941,UTTAR PRADESH,CHITRAKOOT,1,6,347,49,990626,9.73,171477.36,29.29,879,26.89,0.04,66.52,54.03,77.42,3216,127075,84729,1118,79,20,502,37,5,5,0,1766,991,0,5,451,4,1,1,0,1453,127,79,15,51,33,4,4,0,313,0,0,0,0,0,0,0,0,0,974,0,4,443,3,1,1,0,1426,991,0,5,464,25,1,1,0,1487,95,37,6,43,25,4,2,0,212,1099,78,17,492,36,5,5,0,1732,1102,79,18,497,37,5,5,0,1743,117875,22642,7790,45725,6388,894,671,0,201985,97031,0,1330,37096,649,315,99,0,136520,20844,22642,6460,8629,5739,579,572,0,65465,0,0,0,0,0,0,0,0,0,95259,0,1164,36535,518,315,99,0,133890,15208,9962,3161,6015,4645,579,183,0,39753,2919,0,61,1742,25,11,1,0,4759,660,580,221,252,352,56,21,0,2142,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,15,3,0,3,2,0,1,24,1006,75,20,473,35,5,4,1618,589,55,18,314,30,4,3,1013,968,79,20,405,37,5,5,1519,1102,79,18,497,37,5,5,1743,1099,78,17,492,36,5,5,1732,1118,79,20,502,37,5,5,1766,382,55,18,174,35,3,3,670,25,33,8,132,23,3,2,226,109,7,1,42,5,0,1,165,178,10,1,80,6,0,1,276,414,49,9,308,7,4,3,794,978,0,3,454,17,0,1,1453,964,0,3,445,13,0,0,1425,972,0,3,453,16,0,1,1445,146,2,0,131,8,2,0,58,289,990,0,2,464,13,0,0,1469,5092,607,129,2268,262,38,27,8423,3579,580,282,1994,377,67,22,6901,1251,141,100,486,29,12,11,2030,2314,439,182,1504,348,55,11,57108,9076,3536,23141,2765,297,243,96166,118,7091,288,1393,1735,402,344,28,13,244,28,10,0,132,7,7,51,6,0,0,13,2,4,10,1,2,0,5,3,0,5,0,0,0,1058,209,72,745,127,25,4,561,50,39,197,10,2,1,193,2,0,106,0,0,0,78,0,0,25,0,0,0,2659,1314,2727,1356,320,220,391,272
942,UTTAR PRADESH,FATEHPUR,1,15,1601,179,2632684,12.25,377000.35,14.05,900,24.75,0.01,68.78,57.76,78.69,4152,281472,199252,2493,184,51,1084,134,35,42,0,4023,1904,6,1,758,6,0,0,0,2675,575,146,34,326,127,15,41,0,1264,14,32,16,0,1,20,1,0,84,1845,5,1,739,3,0,0,0,2593,1905,29,4,836,73,0,3,0,2850,428,127,20,258,112,13,38,0,996,2480,184,48,1053,122,31,40,0,3958,2483,184,51,1081,126,35,41,0,4001,251163,37123,13702,82544,24005,8136,5226,857,422756,168545,619,176,46242,299,0,0,0,215881,80620,30733,11153,36302,23669,3724,4983,857,192041,1998,5771,2373,0,37,4412,243,0,14834,163280,566,176,45516,226,0,0,0,209764,64280,27877,5471,30253,21591,2806,4458,857,157593,6145,13,13,2453,73,0,0,0,8697,3043,1074,330,1618,1188,79,274,0,7606,35,130,68,0,6,82,5,0,326,6,0,1,8,1,0,1,17,29,3,1,39,2,3,2,79,2340,179,50,1029,130,34,39,3801,1661,137,27,694,104,10,28,2661,1621,134,40,658,131,30,38,2652,2478,180,49,1075,124,31,40,3977,2479,180,46,1051,120,28,39,3943,2435,184,50,1012,133,32,41,3887,552,104,38,260,97,10,19,1080,138,43,17,154,76,7,8,443,454,7,8,156,29,6,7,667,575,11,11,208,41,6,9,861,905,113,34,746,36,28,20,1882,1023,1,1,425,11,0,0,1461,936,1,1,367,10,0,0,1315,1022,1,1,418,11,0,0,1453,473,12,1,451,32,0,13,170,982,1897,27,4,830,66,0,3,2827,11310,1043,238,4674,753,167,166,18351,9223,1217,411,4071,1267,161,279,16629,4165,397,135,1333,264,36,51,6381,5022,809,258,2715,975,125,209,122396,16898,6539,42170,11451,4209,2402,206484,339,23025,1559,4111,5270,2254,863,69,26,481,169,4,29,568,25,7,190,32,1,6,42,18,1,30,12,0,2,41,6,1,12,2,0,0,2229,348,92,1160,336,43,107,1762,129,38,514,73,10,22,165,4,0,55,2,1,1,184,1,1,56,5,2,0,3743,2958,4111,3235,350,462,506,804
