DISTCD,STATNAME,DISTNAME,DISTRICTS,BLOCKS,VILLAGES,CLUSTERS,TOTPOPULAT,P_URB_POP,POPULATION_0_6,GROWTHRATE,SEXRATIO,P_SC_POP,P_ST_POP,OVERALL_LI,FEMALE_LIT,MALE_LIT,AREA_SQKM,TOT_6_10_15,TOT_11_13_15,SCH1,SCH2,SCH3,SCH4,SCH5,SCH6,SCH7,SCH9,SCHTOT,SCH1G,SCH2G,SCH3G,SCH4G,SCH5G,SCH6G,SCH7G,SCH9G,SCHTOTG,SCH1P,SCH2P,SCH3P,SCH4P,SCH5P,SCH6P,SCH7P,SCH9P,SCHTOTP,SCH1M,SCH2M,SCH3M,SCH4M,SCH5M,SCH6M,SCH7M,SCH9M,SCHTOTM,SCH1GR,SCH2GR,SCH3GR,SCH4GR,SCH5GR,SCH6GR,SCH7GR,SCH9GR,SCHTOTGR,SCH1GA,SCH2GA,SCH3GA,SCH4GA,SCH5GA,SCH6GA,SCH7GA,SCH9GA,SCHTOTGA,SCH1PR,SCH2PR,SCH3PR,SCH4PR,SCH5PR,SCH6PR,SCH7PR,SCH9PR,SCHTOTPR,SCHBOY1,SCHBOY2,SCHBOY3,SCHBOY4,SCHBOY5,SCHBOY6,SCHBOY7,SCHBOY9,SCHBOYTOT,SCHGIR1,SCHGIR2,SCHGIR3,SCHGIR4,SCHGIR5,SCHGIR6,SCHGIR7,SCHGIR9,SCHGIRTOT,ENR1,ENR2,ENR3,ENR4,ENR5,ENR6,ENR7,ENR9,ENRTOT,ENR1G,ENR2G,ENR3G,ENR4G,ENR5G,ENR6G,ENR7G,ENR9G,ENRTOTG,ENR1P,ENR2P,ENR3P,ENR4P,ENR5P,ENR6P,ENR7P,ENR9P,ENRTOTP,ENR1M,ENR2M,ENR3M,ENR4M,ENR5M,ENR6M,ENR7M,ENR9M,ENRTOTM,ENR1GR,ENR2GR,ENR3GR,ENR4GR,ENR5GR,ENR6GR,ENR7GR,ENR9GR,ENRTOTGR,ENR1PR,ENR2PR,ENR3PR,ENR4PR,ENR5PR,ENR6PR,ENR7PR,ENR9PR,ENRTOTPR,TCH1G,TCH2G,TCH3G,TCH4G,TCH5G,TCH6G,TCH7G,TCH9G,TCHTOTG,TCH1P,TCH2P,TCH3P,TCH4P,TCH5P,TCH6P,TCH7P,TCH9P,TCHTOTP,TCH1M,TCH2M,TCH3M,TCH4M,TCH5M,TCH6M,TCH7M,TCH9M,TCHTOTM,SCLS1,SCLS2,SCLS3,SCLS4,SCLS5,SCLS6,SCLS7,SCLSTOT,STCH1,STCH2,STCH3,STCH4,STCH5,STCH6,STCH7,STCHTOT,ROAD1,ROAD2,ROAD3,ROAD4,ROAD5,ROAD6,ROAD7,ROADTOT,SPLAY1,SPLAY2,SPLAY3,SPLAY4,SPLAY5,SPLAY6,SPLAY7,SPLAYTOT,SBNDR1,SBNDR2,SBNDR3,SBNDR4,SBNDR5,SBNDR6,SBNDR7,SBNDRTOT,SGTOIL1,SGTOIL2,SGTOIL3,SGTOIL4,SGTOIL5,SGTOIL6,SGTOIL7,SGTOILTOT,SBTOIL1,SBTOIL2,SBTOIL3,SBTOIL4,SBTOIL5,SBTOIL6,SBTOIL7,SBTOILTOT,SWAT1,SWAT2,SWAT3,SWAT4,SWAT5,SWAT6,SWAT7,SWATTOT,SELE1,SELE2,SELE3,SELE4,SELE5,SELE6,SELE7,SELETOT,SCOMP1,SCOMP2,SCOMP3,SCOMP4,SCOMP5,SCOMP6,SCOMP7,SCOMPTOT,SRAM1,SRAM2,SRAM3,SRAM4,SRAM5,SRAM6,SRAM7,SRAMTOT,SRAMN1,SRAMN2,SRAMN3,SRAMN4,SRAMN5,SRAMN6,SRAMN7,SRAMNTOT,ESTD1,ESTD2,ESTD3,ESTD4,ESTD5,ESTD6,ESTD7,ESTDTOT,MDM1,MDM2,MDM3,MDM4,MDM5,MDM6,MDM7,MDMTOT,KIT1,KIT2,KIT3,KIT4,KIT5,KIT6,KIT7,KITTOT,KITS1,KITS2,KITS3,KITS4,KITS5,KITS6,KITS7,KITSTOT,ENR501,ENR502,ENR503,ENR504,ENR505,ENR506,ENR507,ENR509,ENR50TOT,SMC1,SMC2,SMC3,SMC4,SMC5,SMC6,SMC7,SMCTOT,CLS1,CLS2,CLS3,CLS4,CLS5,CLS6,CLS7,CLSTOT,TCH1,TCH2,TCH3,TCH4,TCH5,TCH6,TCH7,TCHTOT,TCHF1,TCHF2,TCHF3,TCHF4,TCHF5,TCHF6,TCHF7,TCHFTOT,TCHM1,TCHM2,TCHM3,TCHM4,TCHM5,TCHM6,TCHM7,ENRG1,ENRG2,ENRG3,ENRG4,ENRG5,ENRG6,ENRG7,ENRGTOT,PREP,PRESTD,PPFTCH,PPMTCH,PMTCH,PFTCH,TCHSCM1,TCHSCM2,TCHSCM3,TCHSCM4,TCHSCM5,TCHSCM6,TCHSCM7,TCHSCF1,TCHSCF2,TCHSCF3,TCHSCF4,TCHSCF5,TCHSCF6,TCHSCF7,TCHSTM1,TCHSTM2,TCHSTM3,TCHSTM4,TCHSTM5,TCHSTM6,TCHSTM7,TCHSTF1,TCHSTF2,TCHSTF3,TCHSTF4,TCHSTF5,TCHSTF6,TCHSTF7,TCHOBCM1,TCHOBCM2,TCHOBCM3,TCHOBCM4,TCHOBCM5,TCHOBCM6,TCHOBCM7,TCHOBCF1,TCHOBCF2,TCHOBCF3,TCHOBCF4,TCHOBCF5,TCHOBCF6,TCHOBCF7,TCH_TRNRM1,TCH_TRNRM2,TCH_TRNRM3,TCH_TRNRM4,TCH_TRNRM5,TCH_TRNRM6,TCH_TRNRM7,TCH_TRNRF1,TCH_TRNRF2,TCH_TRNRF3,TCH_TRNRF4,TCH_TRNRF5,TCH_TRNRF6,TCH_TRNRF7,PGRMTCH,PGRFTCH,GRMTCH,GRFTCH,PGCMTCH,PGCFTCH,PCMTCH,PCFTCH
2921,KARNATAKA,BANGALORE RURAL,1,4,901,89,987257,27.11,101983.65,16.02,945,21.57,5.34,78.29,70.73,85.44,2298,77764,44564,737,532,6,3,1,96,6,0,1381,692,431,0,3,1,6,5,0,1138,45,101,6,0,0,90,1,0,243,0,0,0,0,0,0,0,0,0,662,386,0,2,1,6,4,0,1061,692,446,0,3,1,6,5,0,1153,34,56,4,0,0,55,1,0,150,736,529,6,3,1,96,5,0,1376,736,530,6,3,1,96,6,0,1378,15680,57408,3600,188,252,39024,691,7335,124178,13026,35880,0,188,252,793,691,3260,54090,2654,21528,3600,0,0,38231,0,4075,70088,0,0,0,0,0,0,0,0,0,11998,29004,0,85,252,793,571,2183,44886,2114,9752,2744,0,0,21097,0,2123,37830,1291,1906,0,8,27,73,48,0,3353,195,853,130,0,0,1416,0,0,2594,0,0,0,0,0,0,0,0,0,138,2,0,0,0,0,1,141,181,14,0,0,0,0,0,195,692,495,6,3,1,84,6,1287,282,327,6,2,1,91,6,715,605,482,6,3,1,89,4,1190,720,526,6,3,1,96,6,1358,730,525,6,3,1,96,5,1366,730,528,6,3,1,96,6,1370,726,525,6,3,1,96,6,1363,67,256,6,1,1,92,6,429,237,230,2,2,0,15,0,486,333,271,3,2,0,41,0,650,42,38,5,1,0,45,4,135,686,440,0,3,0,6,4,1139,597,384,0,2,0,5,3,991,632,405,0,3,0,5,3,1048,697,187,0,1,0,4,1,134,890,683,438,0,3,0,6,2,1132,1684,3452,99,16,6,1203,33,6493,1486,2759,130,8,27,1489,48,5947,815,1748,94,5,10,1022,19,3713,670,1010,36,3,17,467,29,7974,28471,1572,104,111,17573,401,59773,262,23629,1687,673,733,1860,76,149,2,0,4,66,7,97,205,6,2,0,87,1,53,62,1,0,1,26,3,37,84,7,0,1,36,0,466,682,18,2,3,261,8,544,1141,57,1,0,612,14,417,504,0,0,0,25,4,391,725,0,3,0,20,1,1471,1826,1490,1840,9,13,9,13
2922,KARNATAKA,MANDYA,1,8,1315,145,1808680,17.08,162057.73,2.55,989,14.69,1.24,70.14,62.1,78.14,4962,125485,77368,913,1053,3,13,1,46,31,0,2060,843,812,0,8,1,3,26,0,1693,70,241,3,5,0,43,5,0,367,0,0,0,0,0,0,0,0,0,811,754,0,7,1,3,18,0,1594,845,870,0,9,1,3,26,0,1754,47,161,2,2,0,28,1,0,241,906,1045,3,10,1,46,24,0,2035,912,1045,3,13,1,46,31,0,2051,23072,117133,660,2149,177,16888,4730,17779,182588,17317,59713,0,559,177,471,3906,8430,90573,5755,57420,660,1590,0,16417,824,9349,92015,0,0,0,0,0,0,0,0,0,16364,53727,0,499,177,471,2614,6851,80703,3482,34117,315,1070,0,10960,137,5838,55919,1458,3113,0,37,20,36,209,0,4873,308,1993,64,23,0,587,39,0,3014,0,0,0,0,0,0,0,0,0,71,5,0,0,0,1,2,79,238,53,0,0,0,0,0,291,872,1025,3,11,1,42,28,1982,416,726,3,9,1,40,23,1218,759,906,3,12,1,38,19,1738,890,1039,3,13,1,44,30,2020,899,1042,3,10,1,44,23,2022,905,1052,3,13,1,44,30,2048,901,1050,3,13,1,44,30,2042,57,441,3,9,1,39,25,575,261,226,0,4,1,3,5,500,266,231,0,5,1,4,5,512,62,71,2,2,0,29,22,188,842,860,0,8,1,3,17,1731,775,792,0,7,1,2,11,1588,798,819,0,7,1,2,13,1640,848,334,0,2,0,0,0,341,1184,842,838,0,9,1,3,13,1706,2301,7219,50,93,6,497,114,10280,1766,5106,64,60,20,623,248,7887,853,3146,42,45,13,439,108,4646,913,1960,22,15,7,184,140,11613,55959,259,1063,86,7209,2372,86826,338,24857,2329,634,641,2373,140,390,5,5,0,18,20,143,520,2,5,2,42,12,40,105,1,2,0,8,4,32,129,0,4,0,28,3,679,1324,10,8,1,134,108,583,2111,34,35,2,295,87,639,1146,0,9,7,4,11,422,1197,0,12,13,4,7,2572,2220,2585,2221,15,52,15,52
2923,KARNATAKA,HASSAN,1,8,1964,208,1776221,21.23,155596.96,3.17,1005,19.42,1.82,75.89,68.3,83.55,6814,119723,75153,1456,1213,2,23,1,40,29,0,2764,1391,980,0,9,1,1,29,0,2411,65,233,2,14,0,39,0,0,353,0,0,0,0,0,0,0,0,0,1342,915,0,8,1,1,24,0,2291,1394,1029,0,10,1,1,29,0,2464,40,130,1,10,0,13,0,0,194,1456,1201,2,22,1,40,24,0,2746,1455,1202,2,22,1,40,29,0,2751,29379,109521,620,1539,220,19763,4280,17872,183194,24216,59649,0,558,220,1076,4280,8227,98226,5163,49872,620,981,0,18687,0,9645,84968,0,0,0,0,0,0,0,0,0,23062,52662,0,516,220,1076,3595,6576,87707,3286,23468,215,617,0,6837,0,5022,39445,2519,3824,0,29,22,30,204,0,6628,254,1780,12,43,0,686,0,0,2775,0,0,0,0,0,0,0,0,0,210,4,0,0,0,2,6,222,276,29,0,1,0,0,0,306,1437,1195,2,18,1,40,28,2721,687,791,1,16,1,38,19,1553,1043,997,1,20,1,38,21,2121,1322,1183,1,19,1,40,29,2595,1437,1198,1,19,1,40,24,2720,1446,1213,1,20,1,40,29,2750,1422,1204,1,20,1,40,29,2717,64,404,1,14,1,37,25,546,516,611,0,5,0,3,8,1143,905,767,0,7,0,10,18,1707,139,80,2,10,0,18,24,273,1390,1022,0,10,1,0,13,2436,1260,955,0,7,1,0,3,2226,1309,996,0,8,1,0,4,2318,1393,534,0,7,0,0,0,453,1934,1392,1028,0,10,1,1,25,2457,3209,7401,12,84,6,517,98,11327,2773,5604,12,72,22,716,204,9403,1308,3325,10,46,8,493,73,5263,1462,2276,2,26,14,223,131,14639,53909,282,736,100,8837,2254,89600,423,26815,2074,683,688,2087,180,353,1,3,3,15,24,177,335,1,7,1,24,12,46,90,0,1,1,4,3,31,86,0,0,0,10,2,1140,1662,1,21,1,154,95,963,2470,9,36,2,347,55,684,749,0,8,0,4,6,407,726,0,7,0,1,1,3427,3170,3439,3173,7,3,7,3
2924,KARNATAKA,DAKSHINA KANNADA,1,7,486,114,2083625,47.6,202736.71,9.8,1018,7.09,3.94,88.62,84.04,93.31,4861,149872,92490,324,1084,3,15,1,41,11,0,1479,272,647,2,3,1,13,9,0,947,52,437,1,12,0,28,2,0,532,0,0,0,0,0,0,0,0,0,252,550,0,1,1,11,7,0,822,280,848,2,9,1,13,9,0,1162,34,268,1,5,0,13,1,0,322,324,1079,3,14,1,41,9,0,1471,324,1081,3,13,1,41,9,0,1472,12253,198395,2084,1446,226,13466,1169,25293,254332,7239,69363,1767,265,226,2791,1032,5443,88126,5014,129032,317,1181,0,10675,137,19850,166206,0,0,0,0,0,0,0,0,0,6749,59499,0,150,226,2137,782,4522,74065,3594,63962,317,781,0,4872,66,10051,83643,460,3229,30,10,23,131,48,0,3931,144,3342,18,45,0,429,10,0,3988,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,79,50,0,1,0,0,1,131,285,1020,2,15,1,33,9,1365,281,1026,3,14,1,40,7,1372,240,935,3,13,1,35,8,1235,309,1080,3,13,1,41,9,1456,310,1079,3,14,1,41,9,1457,310,1084,3,15,1,41,11,1465,310,1084,3,15,1,41,11,1465,43,595,3,11,1,35,11,699,126,366,2,5,0,13,2,514,131,402,2,8,0,16,2,561,54,112,1,6,1,16,6,196,278,846,0,9,1,13,7,1154,265,735,0,3,1,9,5,1018,265,754,0,3,1,10,5,1038,274,157,0,6,0,2,1,476,440,273,834,1,8,1,12,4,1133,1064,8891,54,61,5,490,34,10599,604,6571,48,55,23,560,58,7919,475,5424,29,40,5,482,38,6493,129,1147,19,15,18,78,20,5819,95955,921,540,113,6419,564,122130,260,36739,3424,506,513,3475,26,189,0,0,2,7,1,35,259,1,1,0,14,0,4,105,3,0,1,6,3,20,171,1,0,0,7,2,73,657,9,9,9,57,11,367,4298,21,25,2,383,34,105,757,0,2,0,14,5,310,2715,0,8,0,65,12,913,3015,913,3018,0,0,0,0
2925,KARNATAKA,KODAGU,1,3,282,42,554762,14.62,52702.39,1.13,1019,13.27,10.47,82.52,77.91,87.24,4102,39032,25794,161,347,2,0,3,21,6,0,540,138,271,0,0,3,2,6,0,420,23,76,2,0,0,19,0,0,120,0,0,0,0,0,0,0,0,0,135,262,0,0,3,1,5,0,406,139,279,0,0,3,4,6,0,431,17,63,2,0,0,11,0,0,93,161,347,2,0,3,21,6,0,540,161,347,2,0,3,21,6,0,540,4384,44940,713,0,700,7162,872,5182,63953,2387,22703,0,0,700,357,872,1518,28537,1997,22237,713,0,0,6805,0,3664,35416,0,0,0,0,0,0,0,0,0,2312,21761,0,0,700,160,746,1368,27047,1120,16585,713,0,0,3899,0,3088,25405,239,1283,0,0,56,20,51,0,1649,89,710,27,0,0,293,0,0,1119,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,5,37,19,0,0,0,0,0,56,147,324,2,0,3,21,5,502,118,314,2,0,3,21,5,463,143,324,1,0,2,20,5,495,159,346,2,0,3,21,6,537,159,347,2,0,3,21,6,538,159,347,2,0,3,21,6,538,153,345,2,0,3,21,6,530,27,245,2,0,3,21,5,303,78,173,1,0,0,5,3,260,80,174,1,0,0,5,3,263,30,26,1,0,1,7,4,69,138,278,0,0,1,3,3,423,124,259,0,0,1,2,1,387,134,264,0,0,1,2,1,402,143,90,0,0,0,1,0,138,234,138,268,0,0,3,3,0,412,497,2476,16,0,30,222,19,3260,328,1993,27,0,56,313,51,2768,249,1644,27,0,23,247,17,2207,79,349,0,0,33,66,34,2200,22299,304,0,221,3282,433,31226,93,7721,993,116,117,1002,12,65,0,0,10,1,10,14,125,1,0,4,7,1,5,13,0,0,0,2,0,7,36,0,0,0,7,1,53,215,0,0,9,42,21,182,1163,16,0,7,141,12,59,213,0,0,0,2,8,120,673,0,0,0,3,2,419,1177,420,1179,24,26,24,26
2926,KARNATAKA,MYSORE,1,9,1639,172,2994744,41.35,285998.05,13.39,982,17.88,11.15,72.56,66.59,78.44,6307,221404,136202,1106,1333,21,15,7,148,31,0,2661,955,947,4,10,4,22,25,0,1967,151,386,17,5,3,126,6,0,694,0,0,0,0,0,0,0,0,0,910,810,1,5,3,17,21,0,1767,963,1077,4,12,5,25,25,0,2111,87,132,11,2,1,44,4,0,281,1103,1320,21,10,7,146,26,0,2633,1105,1326,21,15,7,145,31,0,2650,40488,215524,10859,1561,1278,56880,4416,27895,358901,28145,115706,2802,710,466,4621,3841,10056,166347,12343,99818,8057,851,812,52259,575,17839,192554,0,0,0,0,0,0,0,0,0,26099,98730,225,299,408,3626,3001,7878,140266,6309,29327,4429,112,202,18368,272,5072,64091,2075,4793,116,42,51,281,229,0,7587,707,3350,454,33,22,2106,52,0,6724,0,0,0,0,0,0,0,0,0,103,1,0,0,0,2,1,107,157,30,0,1,0,0,0,188,1031,1299,20,14,7,134,28,2533,514,922,21,13,5,135,28,1638,959,1251,20,12,7,140,24,2413,1050,1316,21,15,7,143,31,2583,1082,1317,21,10,7,145,26,2608,1093,1329,21,15,7,147,31,2643,1069,1316,21,15,7,147,31,2606,189,723,21,12,7,140,26,1118,395,521,2,2,2,29,9,960,435,544,2,2,2,33,10,1028,207,100,8,6,3,58,24,406,955,1070,1,12,5,23,20,2086,871,927,0,7,5,19,13,1842,899,983,0,8,5,21,14,1930,914,166,0,4,0,4,2,423,1090,949,1026,2,10,0,22,15,2024,2996,10095,320,72,34,1746,124,15387,2782,8143,570,75,73,2387,281,14311,1608,5399,411,58,24,1830,103,9433,1168,2712,159,17,49,517,174,20590,105659,4845,1057,546,26123,2224,174391,652,58626,4974,1241,1311,5331,149,437,7,4,6,68,36,241,702,16,8,0,152,23,120,234,4,1,2,33,22,124,346,11,7,0,80,15,743,1595,57,9,15,291,89,884,3017,212,35,10,1050,45,668,1219,0,2,0,42,11,602,1456,0,7,0,68,4,3344,4013,3382,4049,100,50,103,53
2927,KARNATAKA,CHAMARAJANAGARA,1,5,693,70,1020962,17.17,94847.37,5.75,989,25.42,11.78,61.12,54.32,67.88,5648,72960,44539,414,524,0,10,0,4,18,0,970,366,405,0,5,0,1,18,0,795,48,119,0,5,0,3,0,0,175,0,0,0,0,0,0,0,0,0,335,368,0,3,0,1,13,0,720,373,440,0,5,0,1,18,0,837,39,70,0,3,0,1,0,0,113,414,522,0,9,0,4,15,0,964,413,522,0,10,0,4,18,0,967,14181,80446,0,836,0,1947,2351,8268,108029,10606,49889,0,500,0,206,2351,2798,66350,3575,30557,0,336,0,1741,0,5470,41679,0,0,0,0,0,0,0,0,0,9475,45471,0,297,0,206,1298,2257,59004,2570,12347,0,124,0,457,0,2518,18016,743,2076,0,27,0,15,144,0,3005,182,905,0,19,0,64,0,0,1170,0,0,0,0,0,0,0,0,0,34,1,0,1,0,0,1,37,100,20,0,0,0,0,0,120,329,488,0,9,0,4,16,846,159,330,0,9,0,4,10,512,313,463,0,8,0,4,12,800,377,512,0,10,0,4,17,920,407,520,0,9,0,4,14,954,409,522,0,10,0,4,17,962,373,511,0,10,0,4,17,915,42,239,0,7,0,4,11,303,59,150,0,0,0,1,2,212,73,165,0,1,0,1,2,242,84,43,0,5,0,3,15,150,367,437,0,3,0,1,17,825,290,355,0,2,0,1,3,651,336,386,0,2,0,1,14,739,341,77,0,4,0,0,3,186,425,351,424,0,3,0,1,5,784,1117,3801,0,52,0,59,65,5094,925,2981,0,46,0,79,144,4175,424,1724,0,30,0,49,53,2280,500,1257,0,13,0,30,89,6855,38894,0,411,0,899,1298,52264,166,15775,858,311,311,859,181,366,0,6,0,7,34,165,579,0,13,0,11,17,43,82,0,1,0,1,9,23,109,0,1,0,4,4,234,709,0,6,0,12,44,198,861,0,11,0,23,24,102,272,0,0,0,0,5,96,430,0,1,0,0,3,1518,1395,1529,1399,47,22,49,22
2928,KARNATAKA,BANGALORE U NORTH,1,4,363,59,9588910,90.94,988616.62,46.68,908,21.57,5.34,88.48,84.8,,2298,,,454,728,54,8,3,722,6,0,1975,233,258,7,0,1,10,1,0,510,221,469,47,8,2,712,5,0,1464,0,1,0,0,0,0,0,0,1,109,65,1,0,0,0,0,0,175,250,420,7,3,2,18,2,0,702,23,26,5,0,0,69,2,0,125,452,718,54,7,3,721,6,0,1961,454,720,53,8,3,722,5,0,1965,22207,151884,29713,474,162,283929,464,16214,505047,10009,51164,6610,0,140,4998,139,3398,76458,12198,100720,23103,474,22,278931,325,12816,428589,0,0,0,0,0,0,0,0,0,3153,9198,0,0,0,0,0,616,12967,1444,5305,3606,0,0,26439,56,518,37368,581,1837,310,0,18,149,10,0,2905,758,3664,771,24,14,10917,23,0,16171,0,6,0,0,0,0,0,0,6,21,1,0,0,0,2,0,24,28,12,1,1,0,2,0,44,339,649,46,5,1,634,3,1677,185,496,37,5,3,575,5,1306,342,631,50,5,3,681,5,1717,398,713,53,5,3,715,5,1892,398,711,54,4,3,714,6,1890,399,721,54,5,3,715,6,1903,399,720,54,5,3,715,6,1902,156,539,45,2,2,687,5,1436,110,123,21,0,0,88,2,344,118,149,21,0,0,112,2,402,169,161,26,1,0,234,1,592,247,412,3,3,1,15,2,683,1,5,0,0,0,0,0,6,1,10,1,0,0,0,0,12,319,112,6,5,2,37,3,391,484,216,345,3,2,1,8,0,575,1735,6686,988,28,12,10638,34,20121,1339,5507,1081,24,32,11066,33,19082,1124,4705,893,19,8,9262,24,16035,215,801,188,5,24,1804,9,10802,76886,14751,270,55,129855,273,241235,1015,87866,11537,2107,2471,13699,23,120,19,1,2,101,1,91,357,19,0,0,278,1,10,34,6,0,1,43,1,20,120,25,0,0,158,1,80,237,54,2,4,509,3,422,1688,170,8,0,2642,10,14,48,0,0,1,5,0,83,255,0,0,0,25,0,538,2235,573,2321,2,9,2,9
2929,KARNATAKA,CHIKKABALLAPURA,1,6,1202,122,1254377,22.26,124685.07,9.17,968,24.9,12.47,70.08,61.55,78.36,4244,96819,59679,1014,713,0,9,1,48,19,0,1804,958,519,0,5,1,3,17,0,1503,53,191,0,4,0,45,2,0,295,3,3,0,0,0,0,0,0,6,922,474,0,5,1,3,12,0,1417,959,569,0,6,1,3,18,0,1556,33,105,0,2,0,28,1,0,169,1013,708,0,5,1,48,14,0,1789,1011,705,0,8,1,48,18,0,1791,24124,94708,0,1208,244,18302,2755,8446,149787,19856,46090,0,739,244,505,2383,3563,73380,4204,48588,0,469,0,17797,372,4883,76313,64,30,0,0,0,0,0,0,94,18613,39865,0,739,244,505,1524,2424,63914,2614,23565,0,186,0,11846,124,2833,41168,1692,2274,0,18,21,38,140,0,4183,259,1579,0,19,0,559,16,0,2432,9,6,0,0,0,0,0,0,15,107,3,0,0,0,1,2,113,236,19,0,1,0,0,0,256,879,655,0,9,1,46,19,1609,404,462,0,7,1,46,14,934,688,592,0,9,1,44,17,1351,981,701,0,8,1,48,18,1757,1004,704,0,5,1,48,14,1776,1008,710,0,9,1,48,19,1795,973,695,0,9,1,47,19,1744,76,341,0,8,1,45,13,484,124,137,0,1,0,3,3,268,211,186,0,2,0,5,6,410,116,59,0,5,0,28,16,224,957,562,0,5,1,3,15,1543,827,502,0,4,1,3,9,1346,900,532,0,4,1,3,11,1451,960,173,0,1,0,2,2,259,1138,938,533,0,6,1,3,5,1486,2428,5194,0,45,6,540,96,8309,1960,3859,0,37,21,597,156,6630,835,2164,0,25,9,388,54,3475,1125,1695,0,12,12,209,102,12292,45598,0,700,104,7809,1504,72126,279,20141,1511,784,821,1611,184,232,0,2,1,25,27,119,225,0,0,1,34,7,134,168,0,3,2,14,12,76,153,0,1,0,24,5,661,945,0,4,5,107,53,490,1202,0,20,2,237,37,690,804,0,0,0,34,35,365,747,0,5,0,24,16,2305,1848,2321,1862,0,0,0,0
2930,KARNATAKA,BELGAUM CHIKKODI,1,8,687,164,,,,,,,,,,,0,,,977,1427,1,20,2,72,41,0,2540,770,1019,0,3,2,31,27,0,1852,207,408,1,17,0,41,14,0,688,0,0,0,0,0,0,0,0,0,700,895,0,3,1,31,22,0,1652,784,1155,0,7,2,33,35,0,2016,155,305,0,10,0,14,7,0,491,973,1363,1,17,2,72,37,0,2465,976,1372,1,20,2,72,40,0,2483,48061,287058,607,1982,861,29027,7024,28236,402856,28902,179968,0,342,861,10487,3953,9632,234145,19159,107090,607,1640,0,18540,3071,18604,168711,0,0,0,0,0,0,0,0,0,25776,155932,0,342,221,10487,3188,8543,204489,13894,76566,0,586,0,6230,1160,12622,111058,1402,5706,0,7,52,339,219,0,7725,703,2952,32,54,0,575,198,0,4514,0,0,0,0,0,0,0,0,0,51,4,0,1,0,0,2,58,218,25,0,0,0,0,0,243,795,1321,1,17,2,63,38,2237,705,1230,1,19,2,68,34,2059,548,1134,1,20,2,62,31,1798,860,1337,1,20,2,72,39,2331,916,1344,1,17,2,72,36,2388,932,1423,1,20,2,72,40,2490,700,1333,1,20,2,69,40,2165,98,501,1,11,1,52,35,699,330,504,0,8,0,18,3,863,354,531,0,8,0,21,4,918,404,185,0,10,0,21,26,646,778,1140,0,5,2,33,31,1989,392,703,0,2,2,20,10,1129,435,756,0,3,2,23,10,1229,660,98,0,6,0,0,1,339,765,707,1043,0,5,1,31,22,1809,2843,10803,16,95,22,779,201,14759,2105,8658,32,61,52,914,417,12239,941,4012,22,42,22,436,130,5605,1164,4646,10,19,30,478,287,22606,139699,243,951,355,12418,3048,192693,508,47172,2308,2039,2118,2396,250,885,0,5,4,73,41,170,704,2,5,1,49,25,77,254,1,1,0,13,11,66,182,2,3,1,14,3,546,1944,4,4,20,208,109,425,1531,5,15,14,131,52,409,1534,0,2,0,103,21,218,1091,0,1,0,58,9,4482,3188,4510,3205,6,4,6,4
2931,KARNATAKA,TUMKUR MADHUGIRI,1,4,819,102,,,,,,,,,,,0,,,781,593,0,4,3,25,16,0,1422,741,525,0,4,3,2,16,0,1291,40,68,0,0,0,23,0,0,131,0,0,0,0,0,0,0,0,0,717,498,0,1,3,2,11,0,1232,741,534,0,4,3,2,16,0,1300,34,34,0,0,0,10,0,0,78,781,591,0,3,3,25,12,0,1415,781,591,0,4,3,25,16,0,1420,20736,65717,0,332,259,10412,2262,9469,109187,17923,49955,0,332,259,323,2262,3913,74967,2813,15762,0,0,0,10089,0,5556,34220,0,0,0,0,0,0,0,0,0,16838,45324,0,4,259,323,1534,2853,67135,2395,6452,0,0,0,3673,0,3849,16369,1349,2216,0,12,4,27,110,0,3718,164,587,0,0,0,339,0,0,1090,0,0,0,0,0,0,0,0,0,81,0,0,0,1,0,2,84,170,18,0,0,0,0,0,188,704,558,0,4,3,23,16,1308,381,402,0,3,1,23,12,822,633,548,0,4,0,24,13,1222,758,584,0,4,1,25,15,1387,771,588,0,3,1,25,11,1399,774,591,0,4,1,25,15,1410,762,586,0,4,1,25,15,1393,77,231,0,2,0,23,12,345,218,243,0,2,1,6,2,472,245,253,0,2,1,7,2,510,108,20,0,1,3,16,14,162,734,534,0,3,0,2,2,1275,689,524,0,3,0,2,0,1218,708,533,0,3,0,2,0,1246,719,91,0,2,0,0,0,229,812,733,529,0,4,1,2,9,1278,1767,3619,0,16,1,286,53,5742,1513,2803,0,12,4,366,110,4808,650,1453,0,10,0,210,36,2359,863,1350,0,2,4,156,74,10241,32074,0,219,110,4245,1344,52749,109,9672,738,350,350,740,181,295,0,0,2,24,14,114,244,0,2,0,19,5,82,145,0,1,1,19,9,59,126,0,0,0,18,1,555,832,0,1,1,78,44,414,934,0,8,0,112,28,611,869,0,2,0,16,24,417,763,0,3,0,4,17,2086,1607,2088,1608,11,11,11,11
